[Mon Mar 04 20:41:11.873442 2024] [php:warn] [pid 982302] [client 10.30.8.21:33898] PHP Warning:  require_once(/srv/users/srpijydv/fmiafhh-m4/php-project/core/../vendor/autoload.php): Failed to open stream: No such file or directory in /srv/users/srpijydv/fmiafhh-m4/php-project/core/bootstrap.php on line 6, referer: http://fmiafhh-m4.wsr.ru/
[Mon Mar 04 22:54:59.413929 2024] [php:warn] [pid 1081841] [client 10.30.8.21:40976] PHP Warning:  Undefined variable $subdivisions in /srv/users/srpijydv/fmiafhh-m4/php-project/views/site/subdivision.php on line 32, referer: http://fmiafhh-m4.wsr.ru/php-project/home
[Mon Mar 04 22:54:59.414279 2024] [php:warn] [pid 1081841] [client 10.30.8.21:40976] PHP Warning:  foreach() argument must be of type array|object, null given in /srv/users/srpijydv/fmiafhh-m4/php-project/views/site/subdivision.php on line 32, referer: http://fmiafhh-m4.wsr.ru/php-project/home
[Mon Mar 04 22:54:59.414287 2024] [php:warn] [pid 1081841] [client 10.30.8.21:40976] PHP Warning:  Undefined variable $rooms in /srv/users/srpijydv/fmiafhh-m4/php-project/views/site/subdivision.php on line 36, referer: http://fmiafhh-m4.wsr.ru/php-project/home
[Mon Mar 04 22:54:59.414290 2024] [php:warn] [pid 1081841] [client 10.30.8.21:40976] PHP Warning:  foreach() argument must be of type array|object, null given in /srv/users/srpijydv/fmiafhh-m4/php-project/views/site/subdivision.php on line 36, referer: http://fmiafhh-m4.wsr.ru/php-project/home
[Mon Mar 04 22:55:03.554664 2024] [php:warn] [pid 1081841] [client 10.30.8.21:40976] PHP Warning:  Undefined variable $subdivisions in /srv/users/srpijydv/fmiafhh-m4/php-project/views/site/subdivision.php on line 32, referer: http://fmiafhh-m4.wsr.ru/php-project/subdivision
[Mon Mar 04 22:55:03.554769 2024] [php:warn] [pid 1081841] [client 10.30.8.21:40976] PHP Warning:  foreach() argument must be of type array|object, null given in /srv/users/srpijydv/fmiafhh-m4/php-project/views/site/subdivision.php on line 32, referer: http://fmiafhh-m4.wsr.ru/php-project/subdivision
[Mon Mar 04 22:55:03.554775 2024] [php:warn] [pid 1081841] [client 10.30.8.21:40976] PHP Warning:  Undefined variable $rooms in /srv/users/srpijydv/fmiafhh-m4/php-project/views/site/subdivision.php on line 36, referer: http://fmiafhh-m4.wsr.ru/php-project/subdivision
[Mon Mar 04 22:55:03.554780 2024] [php:warn] [pid 1081841] [client 10.30.8.21:40976] PHP Warning:  foreach() argument must be of type array|object, null given in /srv/users/srpijydv/fmiafhh-m4/php-project/views/site/subdivision.php on line 36, referer: http://fmiafhh-m4.wsr.ru/php-project/subdivision
[Mon Mar 04 22:55:13.219518 2024] [php:warn] [pid 1081843] [client 10.30.8.21:42010] PHP Warning:  Undefined variable $subdivisions in /srv/users/srpijydv/fmiafhh-m4/php-project/views/site/subdivision.php on line 32, referer: http://fmiafhh-m4.wsr.ru/php-project/home
[Mon Mar 04 22:55:13.219567 2024] [php:warn] [pid 1081843] [client 10.30.8.21:42010] PHP Warning:  foreach() argument must be of type array|object, null given in /srv/users/srpijydv/fmiafhh-m4/php-project/views/site/subdivision.php on line 32, referer: http://fmiafhh-m4.wsr.ru/php-project/home
[Mon Mar 04 22:55:13.219572 2024] [php:warn] [pid 1081843] [client 10.30.8.21:42010] PHP Warning:  Undefined variable $rooms in /srv/users/srpijydv/fmiafhh-m4/php-project/views/site/subdivision.php on line 36, referer: http://fmiafhh-m4.wsr.ru/php-project/home
[Mon Mar 04 22:55:13.219575 2024] [php:warn] [pid 1081843] [client 10.30.8.21:42010] PHP Warning:  foreach() argument must be of type array|object, null given in /srv/users/srpijydv/fmiafhh-m4/php-project/views/site/subdivision.php on line 36, referer: http://fmiafhh-m4.wsr.ru/php-project/home
